   1.0000000000000000e-02	  -1.2827880000000000e-02	   4.6803300000000001e-11	  -1.8787829999999998e-02	   3.0699370000000001e-08	  -1.3412960000000000e+00	   3.9805679999999998e-09	   9.0210558557318983e+00	   6.5398951278800972e+00	   6.5399128726535665e+00	                      NaN	                      NaN	                      NaN	
   2.0000000000000000e-02	  -1.2831520000000001e-02	  -2.7336610000000001e-11	  -1.8800830000000001e-02	   1.0294240000000000e-07	  -1.3416399999999999e+00	  -5.5901390000000004e-09	   5.3010247804543482e+00	   6.7367813015531741e+00	   6.7367693340101953e+00	                      NaN	                      NaN	                      NaN	
   2.9999999999999999e-02	  -1.2832730000000001e-02	  -2.1944650000000000e-10	  -1.8804129999999999e-02	   2.0898790000000000e-07	  -1.3422570000000000e+00	  -2.6076700000000000e-08	   1.8606335550260830e-01	   5.2278822503567683e+00	   5.2278823420372440e+00	                      NaN	                      NaN	                      NaN	
   4.0000000000000001e-02	  -1.2830869999999999e-02	  -5.2156850000000003e-10	  -1.8804000000000001e-02	   3.4790279999999998e-07	  -1.3424739999999999e+00	  -7.3996619999999995e-08	   3.2977826176671368e+00	   4.6637538524098847e+00	   4.6635956409510282e+00	                      NaN	                      NaN	                      NaN	
   5.0000000000000003e-02	  -1.2827050000000000e-02	  -9.9544239999999997e-10	  -1.8795460000000000e-02	   5.8711479999999996e-07	  -1.3425440000000000e+00	  -1.3941170000000000e-07	   1.3597004625424325e+00	   2.4605590531281769e+00	   2.4599954562741742e+00	   1.0350600000000000e-60	   5.0151100000000031e-49	   1.7878087739433293e-05	
   5.9999999999999998e-02	  -1.2822940000000000e-02	  -3.3454099999999999e-09	  -1.8776800000000000e-02	   1.1552570000000001e-06	  -1.3424529999999999e+00	  -2.6173899999999999e-07	   2.6944174853102130e+00	   3.7108802762429187e+00	   3.7178141127281252e+00	   1.0350600000000000e-60	   5.0151100000000031e-49	   2.4117884390286441e-05	
   7.0000000000000007e-02	  -1.2817330000000000e-02	  -2.4629230000000001e-09	  -1.8751910000000000e-02	   1.3051199999999999e-06	  -1.3422390000000000e+00	  -4.4139260000000002e-07	   4.7337381779150753e+00	   3.6844917217895450e+01	   3.6836240346168282e+01	   1.0350600000000000e-60	   5.0151100000000031e-49	   3.0357681041139601e-05	
   8.0000000000000002e-02	  -1.2807610000000001e-02	   2.6037080000000001e-09	  -1.8757980000000000e-02	   9.0362820000000003e-07	  -1.3411979999999999e+00	  -5.2664859999999997e-07	   5.8713694557385381e+00	   7.9678424765556661e+00	   7.9640997859658587e+00	   1.0350600000000000e-60	   5.0151100000000031e-49	   3.6597477691992748e-05	
   8.9999999999999997e-02	  -1.2808850000000000e-02	   2.1581290000000000e-08	  -1.8766669999999999e-02	  -1.1150370000000001e-06	  -1.3418880000000000e+00	  -6.7321739999999998e-07	   5.9700331787166148e+00	   4.7169151174443078e+00	   4.5550791093116372e+00	   1.0350600000000000e-60	   5.0151100000000031e-49	   4.2837274342845895e-05	
   1.0000000000000001e-01	  -1.2811730000000000e-02	   1.8038299999999999e-08	  -1.8766419999999999e-02	  -1.4442060000000000e-06	  -1.3427579999999999e+00	  -6.2193059999999996e-07	   5.0305465132399210e+00	   4.6217668332038725e-01	   5.2634121631531749e-01	   1.0350600000000000e-60	   5.0151100000000031e-49	   4.9077070993699056e-05	
   1.1000000000000000e-01	  -1.2815500000000001e-02	   6.9532719999999995e-08	  -1.8752020000000001e-02	  -8.1906650000000003e-06	  -1.3438019999999999e+00	  -8.7522809999999997e-07	   1.4177030155314485e+00	   8.3811441542949550e-01	   4.9633002083363270e-01	  -1.7617859999999997e-05	   5.0151100000000031e-49	   5.0646078213117043e-05	
   1.2000000000000000e-01	  -1.2818589999999999e-02	   1.4445479999999999e-07	  -1.8730469999999999e-02	  -1.8976150000000000e-05	  -1.3448320000000000e+00	   7.4087450000000001e-07	   2.1541079095374749e+00	   2.1571190517999286e+00	   1.3353902691305346e+00	  -3.5235719999999993e-05	   5.0151100000000031e-49	   5.2215085432535023e-05	
   1.3000000000000000e-01	  -1.2821750000000000e-02	   3.1948149999999999e-07	  -1.8695360000000001e-02	  -4.4940520000000003e-05	  -1.3456750000000000e+00	  -7.8488959999999996e-07	   1.9110774288720593e+00	   3.6369385345880998e+00	   4.3153185006925385e+00	  -5.2853580000000004e-05	   5.0151100000000031e-49	   5.3784092651953003e-05	
   1.4000000000000001e-01	  -1.2823230000000000e-02	   5.3429309999999997e-07	  -1.8655359999999999e-02	  -7.6232260000000003e-05	  -1.3461939999999999e+00	  -9.5073140000000004e-07	   3.7688886915408779e+00	   5.1887267572422306e+00	   4.5210485270715619e+00	  -7.0471440000000027e-05	   5.0151100000000031e-49	   5.5353099871370990e-05	
   1.4999999999999999e-01	  -1.2822709999999999e-02	   4.0932560000000000e-07	  -1.8614920000000000e-02	  -5.8795429999999998e-05	  -1.3462160000000001e+00	  -1.3762740000000001e-05	   5.5451341511387930e+00	   1.0122856553396772e+01	   9.8817432939934946e+00	  -8.8089299999999997e-05	   5.0151100000000031e-49	   5.6922107090788970e-05	
   1.6000000000000000e-01	  -1.2818460000000000e-02	   3.4484509999999998e-07	  -1.8580480000000000e-02	  -4.6381960000000001e-05	  -1.3454670000000000e+00	  -2.3365000000000001e-05	   7.8537585599375621e+00	   7.4984499931478332e+00	   6.1027785059851496e+00	  -9.7928440000000005e-05	   5.0151100000000031e-49	   5.4601983701985403e-05	
   1.7000000000000001e-01	  -1.2813659999999999e-02	   1.7713379999999999e-07	  -1.8546380000000001e-02	  -2.5154519999999999e-05	  -1.3446309999999999e+00	  -3.5693430000000002e-05	   9.9956056518501413e+00	   7.3172683873003121e+00	   6.4390185203890002e+00	  -1.0776758000000001e-04	   5.0151100000000031e-49	   5.2281860313181835e-05	
   1.7999999999999999e-01	  -1.2809210000000000e-02	  -4.9859749999999998e-08	  -1.8512529999999999e-02	   9.9762859999999997e-06	  -1.3439669999999999e+00	  -4.4148949999999997e-05	   4.3281076502658955e+00	   7.6784707374238241e+00	   7.2304323709739506e+00	  -1.1760671999999999e-04	   5.0151100000000031e-49	   4.9961736924378275e-05	
   1.9000000000000000e-01	  -1.2802539999999999e-02	  -4.0242799999999998e-07	  -1.8476500000000000e-02	   6.0758760000000002e-05	  -1.3430460000000000e+00	  -5.5321729999999998e-05	   7.9193849900876820e+00	   5.6652166638362793e+00	   6.1269535661057413e+00	  -1.2744586000000002e-04	   5.0151100000000031e-49	   4.7641613535574708e-05	
   2.0000000000000001e-01	  -1.2794580000000000e-02	  -7.2075729999999995e-07	  -1.8438039999999999e-02	   1.1033810000000001e-04	  -1.3420740000000000e+00	  -6.2569550000000001e-05	   3.2313776003669901e+00	   6.9828386605391870e+00	   6.8994872503207292e+00	  -1.3728500000000001e-04	   5.0151100000000031e-49	   4.5321490146771141e-05	
   2.0999999999999999e-01	  -1.2783470000000000e-02	  -1.0619519999999999e-06	  -1.8398379999999999e-02	   1.6081710000000001e-04	  -1.3407600000000000e+00	  -7.2289929999999996e-05	   3.5544479883963174e+00	   6.8077225973923783e+00	   7.1817078773131104e+00	  -1.4704479999999999e-04	   5.0151100000000031e-49	   4.2534833207195360e-05	
   2.2000000000000000e-01	  -1.2767499999999999e-02	  -1.4034979999999999e-06	  -1.8360910000000001e-02	   2.1048980000000001e-04	  -1.3389300000000000e+00	  -8.0858049999999994e-05	   5.9456223426953310e+00	   1.1111411967667021e+01	   1.1246277728915320e+01	  -1.5680460000000001e-04	   5.0151100000000031e-49	   3.9748176267619573e-05	
   2.3000000000000001e-01	  -1.2747909999999999e-02	  -1.7275870000000000e-06	  -1.8328640000000000e-02	   2.5768960000000001e-04	  -1.3366499999999999e+00	  -9.2544139999999997e-05	   4.1955212740257650e+00	   9.2434266430380259e+00	   9.0295341385559311e+00	  -1.6656439999999999e-04	   5.0151100000000031e-49	   3.6961519328043786e-05	
   2.3999999999999999e-01	  -1.2725010000000000e-02	  -1.9890969999999999e-06	  -1.8298320000000000e-02	   2.9590930000000001e-04	  -1.3339209999999999e+00	  -1.0142800000000001e-04	   8.2220397027977441e+00	   6.7227954227395035e+00	   6.5857121470250295e+00	  -1.7632419999999999e-04	   5.0151100000000031e-49	   3.4174862388467998e-05	
   2.5000000000000000e-01	  -1.2702140000000001e-02	  -2.2786379999999999e-06	  -1.8268429999999999e-02	   3.3764119999999998e-04	  -1.3310590000000000e+00	  -1.1243079999999999e-04	   4.7452120376541886e+00	   5.6997606553096354e+00	   5.6419097290413083e+00	  -1.8608399999999999e-04	   5.0151100000000031e-49	   3.1388205448892211e-05	
   2.6000000000000001e-01	  -1.2678510000000000e-02	  -2.5891710000000000e-06	  -1.8235649999999999e-02	   3.8392089999999998e-04	  -1.3280449999999999e+00	  -1.2139140000000000e-04	   8.5470276419074054e+00	   5.9053774119997016e+00	   6.1637145451992996e+00	  -1.9386260000000004e-04	   5.0151100000000031e-49	   2.8767756541762841e-05	
   2.7000000000000002e-01	  -1.2656819999999999e-02	  -2.8506060000000000e-06	  -1.8201900000000000e-02	   4.2403290000000000e-04	  -1.3252070000000000e+00	  -1.2948929999999999e-04	   1.2395110431943486e+01	   5.0835864643233375e+00	   5.2933623394621323e+00	  -2.0164120000000003e-04	   5.0151100000000031e-49	   2.6147307634633461e-05	
   2.8000000000000003e-01	  -1.2639430000000000e-02	  -3.0445190000000001e-06	  -1.8168340000000002e-02	   4.5354210000000001e-04	  -1.3229240000000000e+00	  -1.3757109999999999e-04	   1.1680588954525277e+01	   6.2469635525794143e+00	   6.2178032851808460e+00	  -2.0941980000000002e-04	   5.0151100000000031e-49	   2.3526858727504088e-05	
   2.8999999999999998e-01	  -1.2625559999999999e-02	  -3.2717400000000002e-06	  -1.8137910000000000e-02	   4.8983710000000005e-04	  -1.3210940000000000e+00	  -1.4385649999999999e-04	   1.1859086480910687e+01	   6.4304718729269918e+00	   6.7367178650330253e+00	  -2.1719840000000002e-04	   5.0151100000000031e-49	   2.0906409820374728e-05	
   2.9999999999999999e-01	  -1.2615700000000001e-02	  -3.3402400000000001e-06	  -1.8110459999999998e-02	   5.0303179999999998e-04	  -1.3197810000000001e+00	  -1.4944780000000001e-04	   1.2521120893323692e+01	   5.6342535124203490e+00	   5.6678495850751212e+00	  -2.2497700000000001e-04	   5.0151100000000031e-49	   1.8285960913245355e-05	
   3.1000000000000000e-01	  -1.2610270000000000e-02	  -3.2521190000000001e-06	  -1.8084710000000000e-02	   4.9247250000000005e-04	  -1.3191050000000000e+00	  -1.5314579999999999e-04	   9.9017683580496829e+00	   6.8413769959665132e+00	   6.6149727210295062e+00	  -2.3175260000000004e-04	   5.0151100000000031e-49	   1.5323617724647342e-05	
   3.2000000000000001e-01	  -1.2607419999999999e-02	  -3.2183429999999999e-06	  -1.8059869999999999e-02	   4.8930230000000005e-04	  -1.3188500000000001e+00	  -1.5641360000000001e-04	   8.7117228441271273e+00	   6.1329761930004238e+00	   6.0920398816267722e+00	  -2.3852820000000002e-04	   5.0151100000000031e-49	   1.2361274536049331e-05	
