Time,x,y,z,roll,pitch,yaw,t_fore,t_port,t_stb,WG1,WG2,WG3
0.0,-0.012133,-0.0085649,-0.023521,0.27259,-1.437,-0.63146,7.6206,7.1294,NaN,0.00026209,1.986e-05,0.00018078
0.007999999999999119,-0.012114,-0.0085223,-0.023488,0.27103,-1.438,-0.63064,7.621,7.1286,NaN,-6.8484e-05,0.00047959,0.00043289
0.015999999999998238,-0.01212,-0.008587,-0.023501,0.2699,-1.4379,-0.62951,7.6215,7.1276,NaN,9.6644e-05,2.0154e-05,-0.0007011
0.022999999999999687,-0.012126,-0.0085165,-0.023538,0.27535,-1.4373,-0.63042,7.6223,7.1266,NaN,9.6803e-05,0.00022881,-2.94e-05
0.030999999999998806,-0.012135,-0.0085256,-0.023518,0.27278,-1.4369,-0.63186,7.6232,7.1254,NaN,0.00026209,-2.195e-05,-0.00015545
0.03900000000000148,-0.01211,-0.008493,-0.023506,0.27497,-1.4379,-0.62799,7.6244,7.1242,NaN,-0.00019245,-0.00031451,-0.0011218
0.0470000000000006,-0.01214,-0.0085255,-0.023522,0.27451,-1.4367,-0.63002,7.6257,7.1229,NaN,1.4318e-05,0.0006048,0.00047484
0.054999999999999716,-0.012169,-0.0086062,-0.023548,0.27201,-1.4358,-0.63539,7.627,7.1216,NaN,0.00038598,1.9914e-05,0.00022255
0.062000000000001165,-0.012182,-0.0085401,-0.023521,0.27364,-1.435,-0.63802,7.6284,7.1202,NaN,1.408e-05,0.00018708,-0.00061777
0.07000000000000028,-0.012178,-0.0084482,-0.023492,0.2759,-1.4343,-0.63768,7.6299,7.1189,NaN,9.6724e-05,6.17e-05,-7.1565e-05
0.0779999999999994,-0.012189,-0.0084865,-0.023488,0.2729,-1.4342,-0.63621,7.6313,7.1176,NaN,0.00013805,0.000187,-0.0010794
0.08599999999999852,-0.012164,-0.0084679,-0.023509,0.27469,-1.436,-0.63419,7.6326,7.1164,NaN,0.0004273,6.166e-05,-0.00044965
0.0940000000000012,-0.012149,-0.0084794,-0.023524,0.2755,-1.4364,-0.63341,7.6337,7.1153,NaN,1.408e-05,6.166e-05,-0.00040763
0.10200000000000031,-0.012194,-0.0084927,-0.023502,0.27697,-1.4333,-0.63825,7.6347,7.1143,NaN,0.00017937,-6.372e-05,-0.00019755
0.10900000000000176,-0.012181,-0.0084835,-0.023543,0.27853,-1.4347,-0.63624,7.6354,7.1134,NaN,-0.00010985,0.00018697,0.00047422
0.11700000000000088,-0.012148,-0.0085419,-0.023565,0.27662,-1.4366,-0.63244,7.6359,7.1128,NaN,1.4133e-05,1.9847e-05,-0.00074326
0.125,-0.012118,-0.0084976,-0.023507,0.27359,-1.4378,-0.62787,7.6361,7.1123,NaN,0.00017942,-2.195e-05,0.0011055
0.13299999999999912,-0.012115,-0.0084729,-0.023473,0.27222,-1.4375,-0.62784,7.636,7.112,NaN,0.00071662,0.00010343,-0.00053319
0.14099999999999824,-0.012158,-0.0085134,-0.023509,0.27363,-1.4358,-0.6342,7.6356,7.1119,NaN,0.00038631,0.00035416,0.00026434
0.1479999999999997,-0.012161,-0.0085323,-0.023534,0.27513,-1.4358,-0.63507,7.6349,7.112,NaN,0.00046878,0.00027067,-0.00019763
0.1559999999999988,-0.012124,-0.0085629,-0.02353,0.27122,-1.4375,-0.63064,7.6339,7.1123,NaN,0.0005101,0.00018708,-0.0006598
0.16400000000000148,-0.012152,-0.00852,-0.023481,0.26939,-1.4364,-0.63277,7.6327,7.1128,NaN,0.00055143,6.17e-05,1.2455e-05
0.1720000000000006,-0.012122,-0.0085336,-0.023497,0.27022,-1.4381,-0.63207,7.6311,7.1134,NaN,0.00071642,0.00039607,-0.00070129
0.17999999999999972,-0.01218,-0.008556,-0.023524,0.27223,-1.4351,-0.63589,7.6294,7.1142,NaN,0.00013811,0.00031244,0.00013855
0.18799999999999883,-0.012156,-0.0085935,-0.023514,0.2695,-1.4362,-0.63449,7.6274,7.1152,NaN,0.00022075,0.00010347,-0.00049168
0.19500000000000028,-0.01218,-0.0084589,-0.023473,0.27473,-1.4345,-0.63744,7.6254,7.1162,NaN,1.4146e-05,6.1673e-05,-0.001542
0.2029999999999994,-0.012177,-0.0085167,-0.023499,0.27276,-1.4349,-0.63878,7.6232,7.1174,NaN,0.00022062,6.166e-05,0.00022169
0.21099999999999852,-0.012148,-0.0086472,-0.023535,0.26909,-1.4371,-0.63226,7.621,7.1186,NaN,0.00017935,-2.2004e-05,1.2374e-05
0.2190000000000012,-0.012146,-0.0085295,-0.023499,0.27174,-1.4364,-0.63124,7.6188,7.1198,NaN,-2.726e-05,-0.00018918,-0.00091197
0.2270000000000003,-0.012186,-0.0084022,-0.023501,0.27838,-1.4342,-0.63636,7.6167,7.121,NaN,-6.8577e-05,-0.00014738,0.00039052
0.23400000000000176,-0.012166,-0.0085173,-0.023531,0.27423,-1.4356,-0.6342,7.6147,7.1222,NaN,5.5622e-05,-0.00031449,-0.00032362
0.24200000000000088,-0.01221,-0.0085682,-0.023532,0.27246,-1.4332,-0.64121,7.6129,7.1234,NaN,0.00038605,-0.0001473,-0.00040756
0.25,-0.012135,-0.0084768,-0.023528,0.27737,-1.4369,-0.63017,7.6112,7.1245,NaN,0.00022075,6.166e-05,-0.00019748
0.2579999999999991,-0.01216,-0.0085658,-0.023512,0.2709,-1.4361,-0.63519,7.6097,7.1255,NaN,-0.00010982,0.00014525,-0.0012899
0.26599999999999824,-0.012126,-0.008515,-0.023514,0.2723,-1.4375,-0.62875,7.6085,7.1264,NaN,-6.8616e-05,0.00035419,-0.0006182
0.2729999999999997,-0.012186,-0.0085547,-0.023522,0.27074,-1.4347,-0.63697,7.6076,7.1272,NaN,9.6909e-05,0.00047963,-0.0012477
0.2809999999999988,-0.012184,-0.0085352,-0.023495,0.27043,-1.4346,-0.63541,7.6068,7.1278,NaN,0.00059278,0.00014528,0.00018078
0.2890000000000015,-0.012164,-0.0085244,-0.023509,0.27363,-1.4354,-0.63533,7.6064,7.1284,NaN,0.00017955,6.1687e-05,-0.00078557
0.2970000000000006,-0.01212,-0.0085435,-0.023536,0.27265,-1.4377,-0.62885,7.6062,7.1288,NaN,-0.00015102,0.00035395,1.2831e-05
0.3049999999999997,-0.012202,-0.0085733,-0.023538,0.27243,-1.4341,-0.6392,7.6062,7.1291,NaN,0.00022067,-0.00023095,0.00026482
0.31200000000000117,-0.012115,-0.0085221,-0.023537,0.27534,-1.438,-0.62797,7.6064,7.1292,NaN,-2.726e-05,-0.00014737,0.00018078
0.3200000000000003,-0.012153,-0.0085785,-0.023511,0.27019,-1.4362,-0.63411,7.6068,7.1293,NaN,-0.00023386,-6.3787e-05,0.00072701
0.3279999999999994,-0.012156,-0.0086345,-0.023548,0.27036,-1.4365,-0.63443,7.6074,7.1293,NaN,0.00013784,0.00047939,-0.00099492
0.3359999999999985,-0.012181,-0.0085305,-0.023521,0.27195,-1.4354,-0.63649,7.608,7.1292,NaN,5.5357e-05,0.0003542,-0.00099571
0.3440000000000012,-0.012098,-0.008497,-0.023497,0.27066,-1.4392,-0.62938,7.6087,7.1291,NaN,-0.00010993,-2.195e-05,-2.936e-05
0.3520000000000003,-0.012125,-0.0084387,-0.023505,0.27757,-1.4366,-0.63051,7.6095,7.1289,NaN,-0.00019257,6.1633e-05,5.4673e-05
0.35900000000000176,-0.012125,-0.0085052,-0.023509,0.27202,-1.4372,-0.6308,7.6102,7.1287,NaN,-0.00019244,2.0021e-05,-0.0014569
0.3670000000000009,-0.012136,-0.0085629,-0.023533,0.2707,-1.4373,-0.63073,7.611,7.1285,NaN,5.5423e-05,0.00027071,0.00076875
0.375,-0.012167,-0.0085809,-0.023528,0.27137,-1.4357,-0.63637,7.6116,7.1283,NaN,9.675e-05,0.00031251,-0.00070183
0.3829999999999991,-0.012105,-0.0085429,-0.023507,0.27111,-1.4381,-0.62683,7.6122,7.1282,NaN,5.5423e-05,-0.00010544,-0.00028167
0.39099999999999824,-0.012146,-0.0086132,-0.023543,0.27008,-1.4366,-0.63276,7.6126,7.128,NaN,-0.00019244,0.00010334,-0.0012056
0.3979999999999997,-0.012145,-0.0086502,-0.023545,0.2681,-1.4375,-0.63137,7.6129,7.1279,NaN,-0.00023401,0.00031242,-0.00044943
0.4059999999999988,-0.012101,-0.0085204,-0.023516,0.27194,-1.4383,-0.62599,7.6131,7.1279,NaN,-0.00048194,1.986e-05,0.00026485
0.4140000000000015,-0.012123,-0.0084238,-0.0235,0.2759,-1.4368,-0.63034,7.6132,7.1279,NaN,-0.00031665,-0.00035628,0.00068502
0.4220000000000006,-0.012165,-0.0085028,-0.023547,0.27636,-1.4357,-0.6332,7.6132,7.1279,NaN,-0.00015129,0.00068839,-0.00086967
0.4299999999999997,-0.01212,-0.0085736,-0.023519,0.27089,-1.4382,-0.62933,7.6131,7.128,NaN,-0.00019249,6.1606e-05,-0.00044961
0.43799999999999883,-0.012187,-0.0085416,-0.023505,0.27085,-1.4343,-0.63788,7.6129,7.1282,NaN,0.00013808,-0.00010557,-0.00028154
0.4450000000000003,-0.012152,-0.0085113,-0.02351,0.27213,-1.4361,-0.63152,7.6127,7.1283,NaN,-0.0003991,-0.00014736,-0.00011347
0.4529999999999994,-0.012157,-0.0085921,-0.023547,0.27053,-1.4362,-0.63392,7.6124,7.1285,NaN,-0.00044057,-0.00014737,-0.00049144
0.4609999999999985,-0.012177,-0.0086229,-0.02354,0.26883,-1.4353,-0.63701,7.6121,7.1287,NaN,-0.00035789,-0.00039812,-0.00074369
0.4690000000000012,-0.012196,-0.0084659,-0.023533,0.27792,-1.4337,-0.63751,7.6119,7.1289,NaN,-0.00023393,-0.00010557,-0.00023951
0.4770000000000003,-0.012197,-0.0084618,-0.023497,0.27375,-1.4333,-0.63934,7.6117,7.1291,NaN,-0.00015129,-2.1977e-05,9.6612e-05
0.48400000000000176,-0.012127,-0.0086385,-0.02355,0.26859,-1.4375,-0.6311,7.6116,7.1293,NaN,5.5489e-05,-0.00027268,-0.00015572
0.4920000000000009,-0.012204,-0.008502,-0.023526,0.27491,-1.4333,-0.63827,7.6117,7.1294,NaN,0.00017935,-0.00010546,-0.00057539
0.5,-0.012217,-0.0084858,-0.023504,0.27377,-1.4325,-0.64321,7.6118,7.1295,NaN,-2.726e-05,0.00022889,0.00051703
0.5079999999999991,-0.012148,-0.0085662,-0.023526,0.27,-1.436,-0.63232,7.6122,7.1296,NaN,0.00059258,0.00018709,0.00018089
0.5159999999999982,-0.012153,-0.0085599,-0.023547,0.27175,-1.4362,-0.63341,7.6127,7.1296,NaN,-0.0001921,0.00027065,0.00081085
0.5229999999999997,-0.012166,-0.0084588,-0.023535,0.27774,-1.4348,-0.63382,7.6133,7.1296,NaN,-0.00031659,0.00022872,-7.1377e-05
0.5309999999999988,-0.012131,-0.0085196,-0.023517,0.27325,-1.437,-0.63104,7.6142,7.1295,NaN,-0.00027527,-0.0003146,-2.936e-05
0.5390000000000015,-0.012105,-0.0085666,-0.023497,0.26817,-1.4386,-0.63028,7.6152,7.1293,NaN,-0.0001513,-0.0003146,-0.0011218
0.5470000000000006,-0.012167,-0.0084975,-0.023535,0.27541,-1.4352,-0.63445,7.6163,7.1291,NaN,-0.00023369,0.00022844,-7.1471e-05
0.5549999999999997,-0.012134,-0.0085639,-0.023505,0.26807,-1.4371,-0.63318,7.6176,7.1289,NaN,0.00013804,-0.0004817,-0.00019741
0.5620000000000012,-0.012169,-0.0084254,-0.023511,0.27716,-1.4345,-0.63589,7.6189,7.1286,NaN,1.408e-05,-0.00010557,1.267e-05
0.5700000000000003,-0.012172,-0.0085687,-0.023539,0.27169,-1.4349,-0.63492,7.6204,7.1283,NaN,1.408e-05,0.00027058,-0.00074361
0.5779999999999994,-0.012241,-0.0085211,-0.023585,0.27801,-1.4311,-0.64279,7.6218,7.1279,NaN,-0.00010985,-0.00010533,0.00072624
0.5859999999999985,-0.01218,-0.0084831,-0.02352,0.27356,-1.4347,-0.63742,7.6233,7.1276,NaN,0.00017951,-0.00014737,-0.0003236
0.5940000000000012,-0.012189,-0.0085732,-0.02351,0.26887,-1.4345,-0.63919,7.6247,7.1273,NaN,0.00046877,-0.00014737,-0.00040763
0.6020000000000003,-0.01214,-0.0085646,-0.023537,0.27109,-1.4366,-0.63235,7.626,7.127,NaN,0.00042744,0.00027057,-0.00023956
0.6090000000000018,-0.012129,-0.0084804,-0.023535,0.27455,-1.4369,-0.62829,7.6272,7.1267,NaN,0.00063385,0.00047971,-0.00065875
0.6170000000000009,-0.012132,-0.0086158,-0.023517,0.26602,-1.4369,-0.63318,7.6283,7.1264,NaN,0.00022078,0.00043793,0.00097922
0.625,-0.012137,-0.008561,-0.023511,0.2702,-1.4368,-0.63377,7.6292,7.1262,NaN,0.00030343,0.00043793,0.00051703
0.6329999999999991,-0.012144,-0.0085259,-0.023535,0.27377,-1.436,-0.63279,7.6299,7.126,NaN,0.00017946,0.00018716,-0.00023927
0.6409999999999982,-0.012161,-0.0085166,-0.02354,0.27386,-1.4354,-0.63256,7.6304,7.1259,NaN,0.00067513,0.00010352,-0.00074353
0.6479999999999997,-0.012167,-0.0085264,-0.023522,0.2717,-1.4348,-0.63692,7.6307,7.1259,NaN,9.6856e-05,0.00035432,-0.00053364
