,Time,x,z,pitch,WG1,WG2,WG3
0,0.11,-0.0128155,-0.01875202,-1.343802,-1.7617859999999997e-05,5.015110000000003e-49,5.064607821311704e-05
1,0.15,-0.01282271,-0.01861492,-1.346216,-8.80893e-05,5.015110000000003e-49,5.692210709078897e-05
2,0.19,-0.01280254,-0.0184765,-1.343046,-0.00012744586,5.015110000000003e-49,4.764161353557471e-05
3,0.23,-0.01274791,-0.01832864,-1.33665,-0.0001665644,5.015110000000003e-49,3.6961519328043786e-05
4,0.27,-0.01265682,-0.0182019,-1.325207,-0.0002016412,5.015110000000003e-49,2.614730763463346e-05
5,0.31,-0.01261027,-0.01808471,-1.319105,-0.0002317526,5.015110000000003e-49,1.5323617724647342e-05
6,0.35,-0.01260493,-0.01798615,-1.31903,-0.000258855,5.015110000000003e-49,3.4742449702553127e-06
7,0.39,-0.01259075,-0.0178961,-1.31763,-0.000283747,5.015110000000003e-49,-8.871989844876751e-06
8,0.43,-0.01255264,-0.01780544,-1.312425,-0.0003123289999999,5.015110000000003e-49,-1.981158502237822e-05
9,0.47,-0.01251981,-0.01771897,-1.307906,-0.0003356425999999,5.015110000000003e-49,-2.9026411801771153e-05
10,0.51,-0.01250067,-0.01764648,-1.305419,-0.0003494524,5.015110000000003e-49,-3.6072148520402184e-05
11,0.55,-0.01248409,-0.01759318,-1.303677,-0.000354246,5.015110000000003e-49,-4.037828061344253e-05
12,0.59,-0.01246296,-0.0175473,-1.301435,-0.0003504316,5.015110000000003e-49,-4.017957697294842e-05
13,0.63,-0.01244059,-0.01750446,-1.299645,-0.0003399806,5.015110000000003e-49,-3.782718070016326e-05
14,0.67,-0.01241309,-0.01747356,-1.297649,-0.000319299,-3.510408000000008e-05,-3.422878560493942e-05
15,0.71,-0.0123866,-0.01745587,-1.295989,-0.0002875044,-9.693316e-05,-3.0297367140511906e-05
16,0.75,-0.0123638,-0.01744858,-1.295148,-0.000246426,-0.000133625,-2.6951182403498315e-05
17,0.79,-0.01233901,-0.01744785,-1.294275,-0.0001925219999999,-0.0001738522,-2.6844543768162607e-05
18,0.83,-0.01231562,-0.01746103,-1.2935,-0.00012924486,-0.0002159087999999,-2.97838682966437e-05
19,0.87,-0.01229585,-0.01748475,-1.293491,-5.762646e-05,-0.0002591704,-3.495710422740898e-05
20,0.91,-0.01227838,-0.01751676,-1.293735,2.214660000000005e-05,-0.0003029302,-4.162488638812234e-05
21,0.95,-0.01226054,-0.01756387,-1.294018,0.000110733,-0.000346399,-4.912053619564419e-05
22,0.99,-0.01224251,-0.01761565,-1.294402,0.0002059418,-0.000387523,-5.50868583247138e-05
23,1.03,-0.01222484,-0.01767006,-1.29549,0.0003056536,-0.0004254802,-5.744569191720826e-05
24,1.07,-0.01220028,-0.01773782,-1.296085,0.0004084268,-0.0004593338,-5.6074918507757387e-05
25,1.11,-0.0121772,-0.01781686,-1.296731,0.0005128206,-0.0004881832,-5.1673258122415747e-05
26,1.15,-0.01216554,-0.01789824,-1.298606,0.000617395,-0.000511164,-4.576026927866267e-05
27,1.19,-0.0121549,-0.01798533,-1.300393,0.0007191614,-0.0005246552,-4.1756812957559755e-05
28,1.23,-0.01214072,-0.01808245,-1.301874,0.000822414,-0.0005335234,-4.229200513125509e-05
29,1.27,-0.01212808,-0.01818056,-1.304155,0.0009271128,-0.0005407966,-4.8717448807348736e-05
30,1.31,-0.01211523,-0.01827892,-1.30664,0.001027896,-0.000545418,-6.107912567212677e-05
31,1.35,-0.01210156,-0.01838357,-1.308947,0.00111408,-0.000542246,-7.811739609056128e-05
32,1.39,-0.01208836,-0.01848761,-1.311581,0.001175712,-0.0005187532,-9.391893497054724e-05
33,1.43,-0.01207421,-0.01858831,-1.314529,0.0012210959999999,-0.0004761984,-0.0001026300115446
34,1.47,-0.01205753,-0.01869195,-1.317342,0.0012520599999999,-0.000416784,-0.0001026936463069
35,1.51,-0.01204324,-0.01879322,-1.320556,0.001268524,-0.0003417392,-9.462368613055696e-05
36,1.55,-0.0120304,-0.01888951,-1.323949,0.0012685,-0.00025132,-8.100480426761846e-05
37,1.59,-0.01201722,-0.01898416,-1.327257,0.0012443,-0.00014166,-6.783304587734508e-05
38,1.63,-0.01200593,-0.01907436,-1.330913,0.001201608,-4.5698000000000226e-05,-3.885589073762624e-05
39,1.67,-0.01199423,-0.01915655,-1.334718,0.0011396239999999,8.602879999999999e-05,-3.9762856466095246e-05
40,1.71,-0.01198113,-0.01923324,-1.338405,0.0010576324,0.0002500414,-6.314762075923309e-05
41,1.75,-0.01196714,-0.01930265,-1.342263,0.0009550019999999,0.0003899189999999,-4.8508021392367767e-05
42,1.79,-0.01195371,-0.01936148,-1.346033,0.00083585,0.0005343494,-4.803652892734763e-05
43,1.83,-0.01194194,-0.01941136,-1.349795,0.0006982432,0.000678286,-4.798238071104594e-05
