,Time,x,z,pitch,WG1,WG2,WG3
0,0.0538934428999979,-0.0128279,-0.0187721,-1.3410157099745006,-0.0037014574473041,-0.0005373738379586,3.7265339663557856e-05
1,0.0719794346999975,-0.0128287,-0.0187699,-1.3410328940023786,-0.003138921609952,-0.0005022935056377,3.995540107473404e-05
2,0.0899879999999981,-0.0128296,-0.0187671,-1.341050078030015,-0.002578794,-0.0004673633529355,4.263394627810957e-05
3,0.1068398306999967,-0.0128305,-0.0187639,-1.3410729900664882,-0.0019615468163229,-0.0004103273747642,4.549884431577377e-05
4,0.1217000622999968,-0.0128313,-0.0187606,-1.3410901740935612,-0.0012974325047395,-0.0003286947840302,4.848641704558761e-05
5,0.1367465301999999,-0.0128322,-0.0187568,-1.3411130861292828,-0.0006249951605482,-0.0002460391303947,5.151143162060055e-05
6,0.1516645285999978,-0.0128329,-0.0187527,-1.3411417261733316,2.4105775951509684e-05,-0.0001611942788537,5.454846763171022e-05
7,0.1662508200999966,-0.0128336,-0.0187482,-1.3411703662167096,0.0005228957135901,-5.587982368309452e-05,5.7810268457672125e-05
8,0.179987999999998,-0.0128341,-0.0187437,-1.3411932782509275,0.0009926495989868,4.330396245955071e-05,6.088219011399004e-05
9,0.1929746707999982,-0.0128345,-0.0187391,-1.3412219182930978,0.0014367392237188,0.0001370689992945,6.378628218852038e-05
10,0.205822390599998,-0.0128348,-0.0187342,-1.3412505583345968,0.0019388896861911,0.0002235215355797,6.758195019446638e-05
11,0.218451857199998,-0.0128349,-0.0187292,-1.3412849263835105,0.0025067318126682,0.0003010501245787,7.240338291648538e-05
12,0.2299879999999987,-0.0128349,-0.0187244,-1.3413135664235336,0.003025416256467,0.0003718671196349,7.680742769077595e-05
13,0.2411483052999976,-0.0128348,-0.0187195,-1.3413422064628853,0.0035272024121614,0.0004403769585783,8.106799251630366e-05
14,0.2511471962999998,-0.0128347,-0.0187149,-1.3413651184938822,0.0039518459557515,0.0004977588100611,8.489594101149912e-05
15,0.2627972611999993,-0.0128344,-0.0187094,-1.3413994865395746,0.0042251686445169,0.0005290906698533,8.945167524273401e-05
16,0.2765706032999979,-0.012834,-0.0187026,-1.3414395825916612,0.0045483056337415,0.0005661329032874,9.483771271308962e-05
17,0.2916906378999968,-0.0128335,-0.0186948,-1.341485406649577,0.0049030374353727,0.0006067969517891,0.0001007503715519
18,0.3079007229999995,-0.0128328,-0.0186861,-1.3415312307057727,0.0050590879334686,0.0006153482710476,0.0001054736615407
19,0.3259302666999986,-0.012832,-0.018676,-1.341594238780241,0.004971103319313,0.0005839869061989,0.0001088427804751
20,0.3440001580999983,-0.0128312,-0.0186655,-1.3416572468514594,0.0048829218073947,0.000552555358823,0.0001122194390457
