,Time,x,z,pitch,WG1,WG2,WG3
0,0.0,-0.021756,-0.023039,-1.4163,-0.00048194,0.00018708,0.00022282
1,0.0229999999999996,-0.021654,-0.022675,-1.4154,5.5384e-05,-0.00031459,-0.00095341
2,0.0470000000000006,-0.021476,-0.022038,-1.416,-2.681e-05,-0.00018902,-0.00036536
3,0.0700000000000002,-0.021501,-0.022227,-1.4167,-6.8603e-05,-0.00027267,-0.00070164
4,0.0940000000000012,-0.021616,-0.022914,-1.421,0.00022075,0.00022889,-0.00082791
5,0.1170000000000008,-0.021774,-0.023022,-1.4154,0.00030335,0.00035425,0.0003488
6,0.1409999999999982,-0.021481,-0.022504,-1.4214,0.00017976,-0.00027242,-2.9683e-05
7,0.1640000000000014,-0.021468,-0.02199,-1.4153,0.00071662,0.00014525,-0.00036549
8,0.1879999999999988,-0.021597,-0.02238,-1.4155,0.00017942,0.00047974,0.00034891
9,0.2109999999999985,-0.021649,-0.023082,-1.4207,0.00075813,-0.00014738,5.4391e-05
10,0.2340000000000017,-0.021724,-0.022891,-1.4161,0.00030377,0.00014528,-0.00015462
11,0.2579999999999991,-0.021407,-0.022287,-1.4222,0.00026221,-2.199e-05,0.0011892
12,0.2809999999999988,-0.02148,-0.022044,-1.4168,0.00013808,-0.00014737,0.00076922
13,0.3049999999999997,-0.021663,-0.022603,-1.4155,0.00034489,0.00081412,0.00039128
14,0.3279999999999994,-0.021645,-0.023183,-1.423,0.00026201,6.1954e-05,-0.00036512
15,0.3520000000000003,-0.021661,-0.022693,-1.4178,0.00034468,0.00043792,0.00043288
16,0.375,-0.02139,-0.022111,-1.422,0.00063411,6.166e-05,0.00026485
17,0.3979999999999997,-0.021535,-0.022145,-1.4161,-0.00023389,-0.00027264,1.2576e-05
18,0.4220000000000006,-0.021669,-0.022811,-1.4185,-6.8722e-05,2.0047e-05,9.6935e-05
19,0.4450000000000003,-0.021661,-0.023126,-1.4221,9.6618e-05,1.9847e-05,-0.00015557
20,0.4690000000000012,-0.021616,-0.022492,-1.4167,0.00026209,-2.195e-05,-0.00015545
21,0.4920000000000009,-0.021465,-0.022041,-1.4176,-0.000234,0.00027053,-7.1282e-05
22,0.5159999999999982,-0.021475,-0.022362,-1.4217,-0.00044047,0.0001035,-0.00028116
23,0.5390000000000015,-0.021653,-0.023007,-1.4229,-0.00015141,-6.376e-05,-0.0010796
24,0.5620000000000012,-0.021642,-0.023057,-1.4227,-6.859e-05,0.0002707,0.0014838
25,0.5859999999999985,-0.021549,-0.022299,-1.4178,0.00030331,0.00014524,-0.00011349
26,0.6090000000000018,-0.021467,-0.02202,-1.4177,0.00022096,-0.000398,0.00089493
27,0.6329999999999991,-0.021538,-0.022637,-1.4214,0.00038603,-0.0002309,-0.00040736
28,0.6559999999999988,-0.021781,-0.02303,-1.4163,0.00079946,0.00031251,-0.00061777
29,0.6799999999999997,-0.021595,-0.022854,-1.4227,0.00026216,1.9766e-05,0.00026482
30,0.7029999999999994,-0.021521,-0.022162,-1.4169,0.00038605,-0.0004399,-7.1578e-05
31,0.7270000000000003,-0.021486,-0.02207,-1.4178,0.00038603,-0.00010566,0.00043275
32,0.75,-0.021714,-0.022735,-1.4151,0.00079946,1.986e-05,-0.00061777
33,0.7729999999999997,-0.02179,-0.023057,-1.4166,0.00030339,0.00018703,0.001021
34,0.7970000000000006,-0.021533,-0.022651,-1.4222,0.00017968,-2.1977e-05,-0.00082775
35,0.8200000000000003,-0.021488,-0.022047,-1.4171,0.00026225,1.9887e-05,-0.00065918
36,0.8440000000000012,-0.021411,-0.022222,-1.4231,0.00034476,0.0002707,9.672e-05
37,0.8670000000000009,-0.021776,-0.022921,-1.4159,0.00022072,1.982e-05,-0.00015537
