,Time,x,z,pitch,WG1,WG2,WG3
0,0.11,-0.01281552,-0.01875199,-1.343804,1.7256839999999997e-05,5.015110000000003e-49,5.064645899573894e-05
1,0.15,-0.01282246,-0.0186144,-1.3462,8.62842e-05,5.015110000000003e-49,5.691999121863688e-05
2,0.19,-0.01280011,-0.01847382,-1.342763,0.00011158964,5.015110000000003e-49,4.766840239830405e-05
3,0.23,-0.01274274,-0.01832382,-1.336018,0.000132049,5.015110000000003e-49,3.708503797250086e-05
4,0.27,-0.01264829,-0.01819335,-1.324107,0.0001464446,5.015110000000003e-49,2.6409816993423496e-05
5,0.31,-0.01259927,-0.01807303,-1.317656,0.0001550778,5.015110000000003e-49,1.5771582411982308e-05
6,0.35,-0.01258901,-0.01796922,-1.316875,0.000159769,5.015110000000003e-49,4.188101077801731e-06
7,0.39,-0.01256997,-0.01787367,-1.314759,0.0001584113999999,5.493152000000001e-05,-8.063718814724844e-06
8,0.43,-0.01252709,-0.01777533,-1.308869,0.00015377,8.194732e-05,-1.9042327489405316e-05
9,0.47,-0.01248991,-0.01767978,-1.303707,0.0001436472,9.994196e-05,-2.8352675259284895e-05
10,0.51,-0.01246615,-0.01759943,-1.300571,0.000127244,0.0001179208,-3.5489094539520606e-05
11,0.55,-0.01244496,-0.01753812,-1.298195,0.00010516,0.000135,-3.983529984738128e-05
12,0.59,-0.01241924,-0.01748496,-1.29535,7.537264000000001e-05,0.0001527728,-3.949173866034849e-05
13,0.63,-0.01239244,-0.0174359,-1.293012,2.717032e-05,0.00017206,-3.6941734617916687e-05
14,0.67,-0.01236058,-0.01739927,-1.290504,1.03506e-60,0.000190252,-3.322478699769818e-05
15,0.71,-0.01232967,-0.01737656,-1.288368,-1.9701000000000003e-05,0.0002063726,-2.9241650420458225e-05
16,0.75,-0.0123025,-0.01736514,-1.287092,-9.8505e-05,0.000221079,-2.57543348501149e-05
17,0.79,-0.01227331,-0.01736114,-1.285825,-0.0001551826,0.0002329501999999,-2.5281237584323807e-05
18,0.83,-0.01224552,-0.01737181,-1.284703,-0.0002153119999999,0.0002419672,-2.804428764468608e-05
19,0.87,-0.01222138,-0.01739388,-1.284391,-0.0002782636,0.00024766,-3.311256190148836e-05
20,0.91,-0.01219962,-0.01742516,-1.28438,-0.0003433636,0.0002495708,-3.959003684899974e-05
21,0.95,-0.01217745,-0.0174723,-1.28445,-0.000409894,0.000247254,-4.661558860547176e-05
22,0.99,-0.01215521,-0.01752489,-1.284673,-0.0004767796,0.0002384916,-5.2173733944643264e-05
23,1.03,-0.01213341,-0.01758097,-1.285654,-0.0005427334,0.000224373,-5.408654680841314e-05
24,1.07,-0.0121048,-0.01765114,-1.28619,-0.000606945,0.0002046178,-5.205680548681734e-05
25,1.11,-0.01207776,-0.01773323,-1.286828,-0.000668601,0.0001789874,-4.670627305407768e-05
26,1.15,-0.0120622,-0.01781835,-1.288745,-0.000726885,0.000147285,-3.957569736860186e-05
27,1.19,-0.01204763,-0.01790983,-1.29063,-0.0007792393999999,0.00010728828,-3.410940504281753e-05
28,1.23,-0.0120295,-0.01801181,-1.292256,-0.0008305071999999,3.8915640000000014e-05,-3.3079563912282903e-05
29,1.27,-0.012013,-0.01811508,-1.294731,-0.0008810395999999,5.015110000000003e-49,-3.779021657650025e-05
30,1.31,-0.01199632,-0.01821917,-1.297463,-0.0009277833999999,-2.18314e-05,-4.8212993249100594e-05
31,1.35,-0.01197874,-0.01832986,-1.30006,-0.000964281,-0.0001091569999999,-6.298711175784367e-05
32,1.39,-0.01196159,-0.01844009,-1.303032,-0.0009811338,-0.0001801057999999,-7.651665947226924e-05
