,Time,x,z,pitch,WG1,WG2,WG3
0,0.11,-0.01281551,-0.01875201,-1.343802,1.03506e-60,5.015110000000003e-49,5.0646769132868806e-05
1,0.15,-0.01282276,-0.01861528,-1.346205,1.03506e-60,5.015110000000003e-49,5.692274337616412e-05
2,0.19,-0.0128007,-0.01847807,-1.342713,5.681024e-05,5.015110000000003e-49,4.768939751025031e-05
3,0.23,-0.01274277,-0.01833027,-1.335785,8.978512e-05,5.015110000000003e-49,3.7158494293948246e-05
4,0.27,-0.01264835,-0.01820483,-1.323807,0.0001143308,5.015110000000003e-49,2.6576684731069833e-05
5,0.31,-0.01259665,-0.01808616,-1.316914,0.000138186,5.015110000000003e-49,1.609748912519083e-05
6,0.35,-0.01258547,-0.0179883,-1.315946,0.000161422,5.015110000000003e-49,4.781297079650795e-06
7,0.39,-0.01256515,-0.01789915,-1.313621,0.0001883444,5.015110000000003e-49,-7.452734906968976e-06
8,0.43,-0.01252098,-0.01780813,-1.307501,0.0002205881999999,5.015110000000003e-49,-1.86642870949505e-05
9,0.47,-0.01248201,-0.01771921,-1.302063,0.000252369,5.015110000000003e-49,-2.819032566514554e-05
10,0.51,-0.01245679,-0.01764524,-1.298706,0.0002808458,5.015110000000003e-49,-3.5420980622868135e-05
11,0.55,-0.01243427,-0.01758959,-1.296142,0.000306121,5.015110000000003e-49,-3.979954579789456e-05
12,0.59,-0.01240721,-0.0175414,-1.293112,0.0003319802,5.015110000000003e-49,-3.9634296649283995e-05
13,0.63,-0.01237907,-0.01749656,-1.290594,0.0003587436,5.015110000000003e-49,-3.7199834303336534e-05
14,0.67,-0.01234584,-0.01746328,-1.287921,0.000381956,3.220128000000008e-05,-3.353221197976193e-05
15,0.71,-0.01231357,-0.0174433,-1.285631,0.0004004894,8.650836e-05,-2.9580179342327513e-05
16,0.75,-0.012285,-0.01743387,-1.284215,0.000416543,0.000110529,-2.620518249885811e-05
17,0.79,-0.01225443,-0.0174311,-1.282824,0.0004278454,0.0001372241999999,-2.58809740105392e-05
18,0.83,-0.01222527,-0.0174423,-1.281591,0.0004348422,0.0001655681999999,-2.883128328676559e-05
19,0.87,-0.01219987,-0.01746423,-1.281193,0.000437179,0.0001953126,-3.411135422156621e-05
20,0.91,-0.01217677,-0.0174946,-1.281108,0.0004345424,0.0002261862,-4.080279332201805e-05
21,0.95,-0.01215332,-0.01754017,-1.281118,0.00042666,0.000257895,-4.8013569708246225e-05
22,0.99,-0.01212981,-0.01759055,-1.281306,0.0004113808,0.0002900206,-5.3830798090242715e-05
23,1.03,-0.01210672,-0.01764364,-1.282262,0.0003903536,0.0003218605999999,-5.6038926985610025e-05
24,1.07,-0.01207685,-0.01771024,-1.282793,0.0003635124,0.0003529794,-5.427559297379733e-05
25,1.11,-0.01204859,-0.01778822,-1.283446,0.000330827,0.0003829364,-4.9128086803972235e-05
26,1.15,-0.01203177,-0.0178686,-1.285396,0.000292303,0.000411286,-4.2133353395020846e-05
27,1.19,-0.01201605,-0.01795473,-1.287318,0.0002461478,0.0004366108,-3.683003646820673e-05
28,1.23,-0.01199687,-0.01805096,-1.289001,0.0001952124,0.0004608616,-3.595958306915158e-05
29,1.27,-0.01197936,-0.01814808,-1.291563,0.00013957264,0.0004870208,-4.078550701407632e-05
30,1.31,-0.0119616,-0.0182454,-1.294383,7.640768000000001e-05,0.0005153414,-5.1246123383632714e-05
31,1.35,-0.01194297,-0.01834897,-1.297085,1.03506e-60,0.000543347,-6.595454852290334e-05
32,1.39,-0.01192488,-0.01845191,-1.30019,-6.439295999999993e-05,0.0005662206,-7.926083018338976e-05
33,1.43,-0.01190579,-0.0185515,-1.303661,-0.00013906968,0.0005778646,-8.543780589062333e-05
34,1.47,-0.01188403,-0.01865391,-1.307047,-0.000219114,0.0005807329999999,-8.24952000695537e-05
35,1.51,-0.01186456,-0.01875379,-1.310891,-0.000301742,0.000575755,-7.0662056739111e-05
36,1.55,-0.01184637,-0.01884857,-1.314959,-0.000386302,0.000562335,-5.238673951220562e-05
37,1.59,-0.0118277,-0.01894155,-1.318986,-0.000472766,0.0005388694,-3.523545258735465e-05
38,1.63,-0.01181077,-0.01902981,-1.323403,-0.0005593901999999,0.0005071532,-2.5642295617613673e-06
39,1.67,-0.01179323,-0.01910987,-1.328002,-0.0006446749999999,0.0004662264,-2.3645773784855236e-06
40,1.71,-0.01177405,-0.01918416,-1.332511,-0.000727874,0.0004158462,-2.3048842274032025e-05
41,1.75,-0.01175378,-0.01925089,-1.33722,-0.000808994,0.000356487,6.549790221649889e-06
42,1.79,-0.01173379,-0.01930675,-1.341857,-0.0008916388,0.0002896366,1.4159075412101208e-05
43,1.83,-0.01171518,-0.01935341,-1.3465,-0.000969306,0.000216302,2.221351309733867e-05
44,1.87,-0.01169668,-0.01939446,-1.351165,-0.001041038,0.0001358727199999,2.994894791597177e-05
45,1.91,-0.01167868,-0.01942588,-1.355669,-0.001106802,5.7480640000000016e-05,3.7520959925926365e-05
46,1.95,-0.01166396,-0.0194459,-1.360215,-0.00116749,5.015110000000003e-49,4.600486460444488e-05
47,1.99,-0.01165169,-0.01945304,-1.365046,-0.001221458,-0.0001316536,5.875453921111479e-05
48,2.03,-0.0116351,-0.019448,-1.369357,-0.0012651059999999,-0.0002386471999999,7.609287034814265e-05
49,2.07,-0.0116157,-0.01943325,-1.373147,-0.00130139,-0.0003377403999999,9.678606097473006e-05
50,2.11,-0.0115987,-0.01940869,-1.377065,-0.001331212,-0.0004370791999999,0.0001184346180247
51,2.15,-0.01158153,-0.01937117,-1.380791,-0.00135342,-0.000536196,0.0001374733524065
52,2.19,-0.01156473,-0.01932437,-1.384377,-0.001363932,-0.0006340615999999,0.0001470330280264
53,2.23,-0.01154858,-0.01927065,-1.387735,-0.001362678,-0.0007297359999999,0.0001496102313629
54,2.27,-0.01153048,-0.01920475,-1.390604,-0.001351594,-0.0008227652,0.0001473951986432
55,2.31,-0.01151412,-0.01912907,-1.393445,-0.001331384,-0.0009132788,0.0001424163755095
56,2.35,-0.01149934,-0.01905006,-1.396246,-0.00130152,-0.00100199,0.0001365404170184
57,2.39,-0.01148283,-0.0189629,-1.398586,-0.0012588559999999,-0.00108507,0.0001284560134987
58,2.43,-0.01146492,-0.01886651,-1.400614,-0.001207012,-0.00116374,9.804806458350064e-05
59,2.47,-0.01144723,-0.01876737,-1.402392,-0.0011450039999999,-0.00123776,9.9368440973164e-05
60,2.51,-0.01142843,-0.01866544,-1.403817,-0.0010720774,-0.001305988,0.0001260275826339
61,2.55,-0.01140949,-0.01855764,-1.404996,-0.000987707,-0.00136638,0.0001111944987979
62,2.59,-0.01139085,-0.01845002,-1.405973,-0.000890151,-0.0014159959999999,0.0001099690142017
63,2.63,-0.01137175,-0.01834245,-1.406608,-0.0007835434,-0.001456114,0.000107753544753
64,2.67,-0.01135289,-0.0182335,-1.407006,-0.0006680286,-0.001487478,0.0001019665841029
65,2.71,-0.01133351,-0.01812865,-1.407066,-0.0005439178,-0.001510526,9.304192983789748e-05
66,2.75,-0.01131379,-0.01802709,-1.406751,-0.000411689,-0.00152539,8.442868347920714e-05
67,2.79,-0.01129404,-0.01792571,-1.406314,-0.0002705073999999,-0.001528502,7.694304268348272e-05
68,2.83,-0.01127144,-0.01782935,-1.405332,-9.408479999999958e-05,-0.001519962,7.224689981758503e-05
69,2.87,-0.01124752,-0.01774218,-1.40386,5.620120000000025e-05,-0.001500482,7.065107660650545e-05
70,2.91,-0.01122691,-0.01766087,-1.402425,0.000180014,-0.001471348,7.198357106704531e-05
71,2.95,-0.01120817,-0.01758709,-1.400626,0.000338058,-0.00143442,7.558955750781568e-05
72,2.99,-0.0111901,-0.01752438,-1.398498,0.0004944868,-0.0013803879999999,7.974864035620927e-05
73,3.03,-0.01117198,-0.017471,-1.396209,0.0006520201999999,-0.001316018,8.179196251249746e-05
74,3.07,-0.01115375,-0.01742731,-1.39358,0.0008107033999999,-0.00124229,8.055283767430274e-05
75,3.11,-0.01113711,-0.01739602,-1.390762,0.0009684915999999,-0.001158862,7.528601254115239e-05
76,3.15,-0.01112108,-0.01737582,-1.387745,0.00112125,-0.00106407,6.566766681447846e-05
77,3.19,-0.01110423,-0.01736658,-1.384402,0.0012681539999999,-0.0009548988,5.121015084722019e-05
78,3.23,-0.01108778,-0.01736984,-1.380915,0.0014120879999999,-0.0008356392,3.470159882513968e-05
79,3.27,-0.01107297,-0.01738532,-1.377298,0.001550984,-0.0007062831999999,1.70587777914551e-05
80,3.31,-0.01105991,-0.01741309,-1.373537,0.001682564,-0.0005668549999999,-9.591559373983166e-07
81,3.35,-0.01104897,-0.01745371,-1.369633,0.00180434,-0.000417411,-1.8750656771768377e-05
82,3.39,-0.01103993,-0.01750541,-1.365727,0.001911532,-0.0002550837999999,-3.5661242577397625e-05
83,3.43,-0.01103241,-0.01756887,-1.361742,0.00200718,-8.580079999999963e-05,-5.2050079597537225e-05
84,3.47,-0.01102653,-0.01764352,-1.357781,0.00209066,9.04868000000004e-05,-6.870803544712888e-05
85,3.51,-0.01102189,-0.0177284,-1.353879,0.0021613459999999,0.0002702037999999,-8.65566886762285e-05
86,3.55,-0.01101874,-0.01782172,-1.349844,0.00221861,0.000446151,-0.00010664832877
