,Time,x,z,pitch,WG1,WG2,WG3
0,0.11,-0.01282785,-0.01876425,-1.341066,0.0005864168,5.015110000000003e-49,5.003576160233483e-05
1,0.12,-0.012828,-0.01876188,-1.34108,0.0006623046,5.015110000000003e-49,5.16430994806146e-05
2,0.13,-0.01282814,-0.01875935,-1.341095,0.0007381924,5.015110000000003e-49,5.3250437358894374e-05
3,0.14,-0.01282826,-0.01875664,-1.34111,0.0008140802,5.015110000000003e-49,5.485777523717415e-05
4,0.15,-0.01282835,-0.01875376,-1.341124,0.000889968,5.015110000000003e-49,5.646511311545392e-05
5,0.16,-0.01282842,-0.01875075,-1.341139,0.0009557924,2.7929600000000015e-05,5.467267755278052e-05
6,0.17,-0.01282849,-0.01874762,-1.341158,0.0010216168,5.585920000000003e-05,5.288024199010712e-05
7,0.18,-0.01282854,-0.01874434,-1.341178,0.0010874411999999,8.378879999999997e-05,5.1087806427433735e-05
8,0.19,-0.01282855,-0.01874091,-1.341199,0.0011532655999999,0.0001117183999999,4.9295370864760344e-05
9,0.2,-0.01282854,-0.01873735,-1.341221,0.00121909,0.000139648,4.7502935302086946e-05
10,0.21,-0.01282849,-0.0187336,-1.341244,0.0012695519999999,0.0001702267999999,4.503749766182316e-05
11,0.22,-0.0128284,-0.01872962,-1.341266,0.001320014,0.0002008056,4.257206002155936e-05
12,0.23,-0.01282828,-0.01872539,-1.341287,0.001370476,0.0002313844,4.010662238129557e-05
13,0.24,-0.01282814,-0.01872095,-1.34131,0.001420938,0.0002619632,3.764118474103178e-05
14,0.25,-0.012828,-0.01871628,-1.341336,0.0014714,0.000292542,3.5175747100767984e-05
15,0.26,-0.01282785,-0.01871143,-1.341363,0.001496546,0.0003266842,3.270016329785195e-05
16,0.27,-0.01282769,-0.01870646,-1.341391,0.001521692,0.0003608264,3.022457949493591e-05
17,0.28,-0.01282754,-0.01870141,-1.34142,0.001546838,0.0003949686,2.774899569201987e-05
18,0.29,-0.01282739,-0.01869625,-1.34145,0.001571984,0.0004291107999999,2.527341188910385e-05
19,0.3,-0.01282724,-0.01869097,-1.341479,0.00159713,0.000463253,2.279782808618781e-05
20,0.31,-0.0128271,-0.0186856,-1.341508,0.001605854,0.0004960932,2.0166040922131948e-05
21,0.32,-0.01282698,-0.0186801,-1.341539,0.001614578,0.0005289334,1.753425375807608e-05
22,0.33,-0.01282688,-0.01867444,-1.34157,0.001623302,0.0005617736,1.490246659402022e-05
23,0.34,-0.01282681,-0.01866863,-1.341603,0.001632026,0.0005946138,1.2270679429964356e-05
24,0.35,-0.01282677,-0.01866267,-1.341636,0.00164075,0.000627454,9.638892265908508e-06
25,0.36,-0.01282675,-0.01865656,-1.34167,0.001634254,0.0006607174,6.982000424795804e-06
26,0.37,-0.01282677,-0.01865027,-1.341705,0.001627758,0.0006939807999999,4.325108583683097e-06
27,0.38,-0.01282682,-0.01864386,-1.341742,0.001621262,0.0007272442,1.6682167425703936e-06
28,0.39,-0.01282691,-0.01863734,-1.341778,0.001614766,0.0007605076,-9.886750985423129e-07
29,0.4,-0.01282702,-0.01863074,-1.341815,0.00160827,0.000793771,-3.645566939655017e-06
30,0.41,-0.01282717,-0.01862408,-1.341852,0.001586244,0.0008284407999999,-5.9155093695766125e-06
31,0.42,-0.01282735,-0.01861736,-1.341891,0.001564218,0.0008631105999999,-8.185451799498221e-06
32,0.43,-0.01282756,-0.01861059,-1.341929,0.001542192,0.0008977803999999,-1.045539422941983e-05
33,0.44,-0.01282779,-0.01860375,-1.341967,0.0015201659999999,0.0009324502,-1.2725336659341436e-05
34,0.45,-0.01282806,-0.0185968,-1.342007,0.0014981399999999,0.00096712,-1.4995279089263044e-05
35,0.46,-0.01282836,-0.01858976,-1.342047,0.001459774,0.00100665,-1.6508514438015433e-05
36,0.47,-0.01282867,-0.01858264,-1.342089,0.0014214079999999,0.0010461799999999,-1.802174978676781e-05
37,0.48,-0.01282898,-0.01857542,-1.34213,0.0013830419999999,0.00108571,-1.9534985135520197e-05
38,0.49,-0.01282931,-0.01856811,-1.342171,0.001344676,0.00112524,-2.1048220484272583e-05
39,0.5,-0.01282965,-0.01856073,-1.342213,0.0013063099999999,0.00116477,-2.256145583302497e-05
40,0.51,-0.01282999,-0.0185533,-1.342253,0.0012491179999999,0.001207812,-2.310674042769198e-05
41,0.52,-0.01283033,-0.01854581,-1.342295,0.0011919259999999,0.001250854,-2.3652025022358988e-05
42,0.53,-0.01283068,-0.01853829,-1.342338,0.0011347339999999,0.001293896,-2.4197309617025996e-05
43,0.54,-0.01283102,-0.01853077,-1.342382,0.001077542,0.001336938,-2.4742594211693005e-05
44,0.55,-0.01283136,-0.01852324,-1.342426,0.00102035,0.00137998,-2.5287878806360013e-05
45,0.56,-0.01283169,-0.01851571,-1.342469,0.0009427689999999,0.001424792,-2.485865109993108e-05
46,0.57,-0.01283202,-0.01850816,-1.342512,0.000865188,0.0014696039999999,-2.442942339350215e-05
47,0.58,-0.01283232,-0.01850057,-1.342555,0.000787607,0.0015144159999999,-2.4000195687073215e-05
48,0.59,-0.01283259,-0.01849294,-1.342598,0.000710026,0.001559228,-2.357096798064428e-05
