,Time,x,z,pitch,WG1,WG2,WG3
0,0.0538854317999977,-0.0128277,-0.0187722,-1.3410157099745006,-0.0026451986580781,-0.0003722444005919,4.5825542043679536e-05
1,0.0719837081999976,-0.0128282,-0.0187701,-1.3410328940023786,-0.0021158637218491,-0.0003469477094782,5.0056298869211114e-05
2,0.0899879999999981,-0.0128289,-0.0187673,-1.341050078030015,-0.001589277629275,-0.0003217823844319,5.426508531595335e-05
3,0.1054194111999997,-0.0128295,-0.0187645,-1.34106726205741,-0.0011574023076407,-0.000286897416655,5.762343696418592e-05
4,0.1199879999999993,-0.0128301,-0.0187613,-1.3410901740935617,-0.0007834993137971,-0.0002308173858571,6.0361229307947305e-05
5,0.1349912112999973,-0.0128307,-0.0187577,-1.3411130861292833,-0.0003984417286494,-0.0001730643280063,6.3180697795449e-05
6,0.1499879999999969,-0.0128313,-0.0187536,-1.341141726173332,-1.3548979602235753e-05,-0.0001153359931819,6.599895932012512e-05
7,0.1646604386999968,-0.0128317,-0.0187491,-1.3411646382080873,0.000359452081236,-4.249644090456899e-05,6.818354436748691e-05
8,0.1786595238999986,-0.0128321,-0.0187446,-1.3411932782509286,0.0007153352263035,2.7000329135547815e-05,7.026787355297317e-05
9,0.1914688043999994,-0.0128323,-0.0187401,-1.341221918293099,0.0010409712921795,9.059045724533286e-05,7.217505225856661e-05
10,0.2042184869999985,-0.0128325,-0.0187353,-1.341250558334598,0.0013931776580702,0.0001506365598069,7.449140647340303e-05
11,0.2166603050999995,-0.0128325,-0.0187304,-1.341279198375426,0.0017920709785607,0.0002028496635565,7.75733514920894e-05
12,0.2275668794999994,-0.0128324,-0.0187258,-1.3413078384155834,0.0021417433208684,0.0002486199919863,8.027500348320872e-05
13,0.2380297624,-0.0128323,-0.0187213,-1.34133647845507,0.0024771906058504,0.0002925283328724,8.286674928559696e-05
14,0.2478650695999995,-0.0128321,-0.0187168,-1.341359390486175,0.0027925173784747,0.0003338030011817,8.530303920630286e-05
15,0.2599879999999999,-0.0128319,-0.0187112,-1.3413937585320288,0.00297847,0.0003609414415252,8.828890160663465e-05
16,0.273218246599999,-0.0128315,-0.0187047,-1.3414281265769146,0.0031344413771674,0.0003850593738818,9.15435347797828e-05
17,0.2883201936999988,-0.012831,-0.018697,-1.3414739506352606,0.0033124782315293,0.000412589302055,9.5258605216247e-05
18,0.3060544619999987,-0.0128303,-0.0186875,-1.3415312307057774,0.0034258041906492,0.0004265639546671,9.869299468254572e-05
19,0.3261998147999989,-0.0128295,-0.0186763,-1.3415999667868546,0.0033453557387776,0.0004023387500084,0.0001005662958335
20,0.3437976430999967,-0.0128288,-0.018666,-1.3416572468514634,0.0032750805712444,0.0003811769964094,0.0001022027046041
21,0.3621648706999991,-0.0128281,-0.0186549,-1.3417259829254533,0.0030159990757595,0.0003248172545073,0.0001013730734852
22,0.3863781344999992,-0.0128273,-0.0186397,-1.3418176310180905,0.0025499809153591,0.0002275501484765,9.857874978733253e-05
23,0.4166546666999977,-0.0128266,-0.0186198,-1.3419379191292449,0.0017210838476714,7.962896360255784e-05,9.21357879629824e-05
24,0.4466546666999988,-0.0128264,-0.0185993,-1.3420639352329908,0.0007005627755209,-8.8219221507813e-05,8.336561234211816e-05
