,Time,x,z,pitch,WG1,WG2,WG3
0,0.11,-0.01281551,-0.01875201,-1.343802,-0.0001185394,5.015110000000003e-49,5.06456504116126e-05
1,0.12,-0.01281858,-0.01873047,-1.344831,-0.0001336348,5.015110000000003e-49,5.2214126775778174e-05
2,0.13,-0.01282175,-0.01869531,-1.345677,-0.0001487302,5.015110000000003e-49,5.378260313994375e-05
3,0.14,-0.01282331,-0.01865516,-1.34621,-0.0001638256,5.015110000000003e-49,5.535107950410933e-05
4,0.15,-0.01282276,-0.01861491,-1.346217,-0.000178921,5.015110000000003e-49,5.691955586827491e-05
5,0.16,-0.01281846,-0.01858054,-1.345449,-0.0001875122,-1.400240000000001e-05,5.460627778174026e-05
6,0.17,-0.01281346,-0.01854685,-1.344576,-0.0001961034,-2.800480000000002e-05,5.2292999695205625e-05
7,0.18,-0.01280875,-0.01851338,-1.343864,-0.0002046946,-4.2007199999999986e-05,4.9979721608671e-05
8,0.19,-0.01280189,-0.01847756,-1.342904,-0.0002132858,-5.60096e-05,4.766644352213635e-05
9,0.2,-0.01279366,-0.0184394,-1.341882,-0.000221877,-7.0012e-05,4.535316543560172e-05
10,0.21,-0.01278227,-0.01839989,-1.340518,-0.0002216525999999,-7.75312e-05,4.259043448673163e-05
11,0.22,-0.012766,-0.01836252,-1.338634,-0.0002214282,-8.505040000000001e-05,3.9827703537861544e-05
12,0.23,-0.01274622,-0.01833042,-1.336317,-0.0002212038,-9.256960000000002e-05,3.7064972588991456e-05
13,0.24,-0.01272286,-0.01830019,-1.333506,-0.0002209794,-0.0001000888,3.4302241640121376e-05
14,0.25,-0.01269965,-0.01827036,-1.330585,-0.000220755,-0.000107608,3.153951069125128e-05
15,0.26,-0.01267574,-0.01823787,-1.327517,-0.0002110526,-0.000111256,2.895016652554198e-05
16,0.27,-0.01265366,-0.01820449,-1.324612,-0.0002013502,-0.000114904,2.636082235983267e-05
17,0.28,-0.01263582,-0.01817125,-1.322254,-0.0001916477999999,-0.000118552,2.3771478194123378e-05
18,0.29,-0.01262142,-0.01814089,-1.320339,-0.0001819454,-0.0001222,2.1182134028414084e-05
19,0.3,-0.01261098,-0.01811332,-1.318934,-0.000172243,-0.000125848,1.8592789862704784e-05
20,0.31,-0.01260502,-0.01808759,-1.31817,-0.00015463818,-0.0001262932,1.567309910218102e-05
21,0.32,-0.01260154,-0.01806249,-1.317811,-0.0001370333599999,-0.0001267384,1.2753408341657255e-05
22,0.33,-0.0126001,-0.01803708,-1.317731,-0.0001194285399999,-0.0001271836,9.833717581133491e-06
23,0.34,-0.01259843,-0.01801168,-1.317691,-0.0001018237199999,-0.0001276288,6.9140268206097296e-06
